0,1,2,3,4,5,6,7,8,9,10,11,time
0.45,0.25,0.6500000000000001,0.45,0.6500000000000001,0.05,0.05,0.9500000000000001,0.05,0.15000000000000002,0.05,0.05,1930
0.55,0.35000000000000003,0.55,0.45,0.6500000000000001,0.05,0.45,0.8500000000000001,0.05,0.15000000000000002,0.05,0.05,1940
0.55,0.45,0.55,0.45,0.6500000000000001,0.05,0.05,0.7500000000000001,0.05,0.15000000000000002,0.05,0.05,1950
0.45,0.45,0.6500000000000001,0.55,0.6500000000000001,0.05,0.6500000000000001,0.35000000000000003,0.05,0.15000000000000002,0.05,0.15000000000000002,1960
0.55,0.6500000000000001,0.7500000000000001,0.55,0.7500000000000001,0.05,0.6500000000000001,0.05,0.05,0.15000000000000002,0.05,0.15000000000000002,1970
0.55,0.7500000000000001,0.6500000000000001,0.55,0.7500000000000001,0.05,0.05,0.05,0.05,0.15000000000000002,0.05,0.15000000000000002,1980
0.55,0.6500000000000001,0.55,0.55,0.8500000000000001,0.05,0.05,0.05,0.05,0.15000000000000002,0.05,0.15000000000000002,1990
0.55,0.7500000000000001,0.45,0.55,0.8500000000000001,0.05,0.05,0.05,0.05,0.15000000000000002,0.05,0.15000000000000002,2000
0.6500000000000001,0.7500000000000001,0.35000000000000003,0.45,0.8500000000000001,0.05,0.6500000000000001,0.05,0.05,0.15000000000000002,0.05,0.15000000000000002,2010
